	Stock	Correlated_Stock	Correlation_Value
15884	TTRAK.IS	GSDDE.IS	0.8797728885890279
15885	BRKSN.IS	DYOBY.IS	0.8797498423757955
15886	ISMEN.IS	KCAER.IS	0.8797479678560809
15887	DGGYO.IS	OSTIM.IS	0.8797426740643239
15888	NETAS.IS	SEKUR.IS	0.8797418524653556
15889	PKART.IS	MARKA.IS	0.8797317471517757
15890	SEGYO.IS	BRLSM.IS	0.8797288940210899
15891	AKSA.IS	DNISI.IS	0.8797277893620331
15892	DOHOL.IS	NETAS.IS	0.8797147016003841
15893	ANSGR.IS	SELGD.IS	0.8797072263821012
15894	DGATE.IS	RNPOL.IS	0.8797054380461371
15895	ISCTR.IS	ORCAY.IS	0.8797032921384895
15896	PINSU.IS	ICUGS.IS	0.879699362894691
15897	ISGYO.IS	LIDFA.IS	0.8796979925118128
15898	OBASE.IS	GIPTA.IS	0.8796809308074057
15899	EKGYO.IS	MAALT.IS	0.8796692660598672
15900	ETILR.IS	DNISI.IS	0.8796687523897184
15901	KRONT.IS	EGPRO.IS	0.8796649695530012
15902	AVTUR.IS	RODRG.IS	0.8796640952846869
15903	BANVT.IS	DEVA.IS	0.8796605635265583
15904	ARDYZ.IS	DOCO.IS	0.8796552023475639
15905	BIMAS.IS	TEKTU.IS	0.8796466701059378
15906	KAREL.IS	PINSU.IS	0.8796403871046056
15907	SISE.IS	LIDFA.IS	0.8796377098335403
15908	BSOKE.IS	TKNSA.IS	0.8796363792383667
15909	ISCTR.IS	IPEKE.IS	0.8796345577039307
15910	ELITE.IS	SANFM.IS	0.8796310505765124
15911	ULUUN.IS	DGGYO.IS	0.8796292608685962
15912	HALKB.IS	RYSAS.IS	0.8796225384797247
15913	SMRTG.IS	ICUGS.IS	0.8796202671182795
15914	SMART.IS	TKNSA.IS	0.8796112798941956
15915	ARCLK.IS	ONCSM.IS	0.8796102047545836
15916	ASTOR.IS	ULAS.IS	0.8796046429009091
15917	PASEU.IS	KLSYN.IS	0.8796035341939492
15918	DOHOL.IS	EPLAS.IS	0.8795909640228325
15919	TUPRS.IS	ETILR.IS	0.8795785314163324
15920	DOHOL.IS	PSGYO.IS	0.8795784579710995
15921	ISCTR.IS	FORTE.IS	0.8795780044110119
15922	MAVI.IS	EGSER.IS	0.8795739911197532
15923	BRYAT.IS	GSDDE.IS	0.8795734120367085
15924	KLSER.IS	ATAKP.IS	0.8795679582329851
15925	VESBE.IS	ATAGY.IS	0.8795670964362874
15926	OYAKC.IS	VANGD.IS	0.8795526755272528
15927	ECZYT.IS	VKING.IS	0.8795525376186446
15928	MTRKS.IS	PEGYO.IS	0.8795506623651708
15929	AYGAZ.IS	ARZUM.IS	0.8795478128766959
15930	EREGL.IS	ECILC.IS	0.8795410623836688
15931	KRDMD.IS	BFREN.IS	0.8795371653726888
15932	ASTOR.IS	TMPOL.IS	0.8795333115444094
15933	DOHOL.IS	EYGYO.IS	0.8795226456109275
15934	PETUN.IS	KRPLS.IS	0.8795174140969209
15935	KCAER.IS	ZOREN.IS	0.8795127361840983
15936	EGPRO.IS	AKYHO.IS	0.8794771476331752
15937	GARAN.IS	BIOEN.IS	0.879463838565054
15938	AHGAZ.IS	TMPOL.IS	0.8794613875502414
15939	GLRYH.IS	NTHOL.IS	0.879452765462491
15940	ASELS.IS	TATGD.IS	0.8794517108763963
15941	KCAER.IS	PSGYO.IS	0.8794502659032608
15942	ARDYZ.IS	KLGYO.IS	0.879449198824499
15943	OYAKC.IS	RNPOL.IS	0.8794442233232495
15944	SASA.IS	DGGYO.IS	0.8794288921432967
15945	GARAN.IS	VESTL.IS	0.8794203851360981
15946	SAYAS.IS	MOBTL.IS	0.8794076741426241
15947	CCOLA.IS	BRLSM.IS	0.8793999403603553
15948	SEKFK.IS	ARZUM.IS	0.8793880526314438
15949	ALFAS.IS	CCOLA.IS	0.8793746438873752
15950	TTRAK.IS	ISFIN.IS	0.8793685948054526
15951	KLKIM.IS	MRSHL.IS	0.8793681469816147
15952	PETKM.IS	TMPOL.IS	0.8793671555327591
15953	CWENE.IS	AKSGY.IS	0.8793652866588738
15954	BERA.IS	SRVGY.IS	0.8793538308094043
15955	ALKA.IS	AGYO.IS	0.8793523902022531
15956	ASTOR.IS	AZTEK.IS	0.8793517178596588
15957	PSGYO.IS	AGHOL.IS	0.8793511865369602
15958	SKBNK.IS	MSGYO.IS	0.8793417695054914
15959	GARAN.IS	AKFYE.IS	0.87934165964726
15960	OYAKC.IS	DOGUB.IS	0.8793229302221265
15961	TTRAK.IS	LOGO.IS	0.8793208248659923
15962	DGATE.IS	USAK.IS	0.8793205828239811
15963	THYAO.IS	DGATE.IS	0.8793145760467165
15964	BRYAT.IS	KRVGD.IS	0.8793058340705028
15965	KNFRT.IS	KLRHO.IS	0.8793021204007813
15966	BEGYO.IS	VRGYO.IS	0.8792973625035048
15967	ALCTL.IS	OZRDN.IS	0.8792869320507313
15968	TUPRS.IS	PASEU.IS	0.8792863282469531
15969	DOGUB.IS	SRVGY.IS	0.8792829622838612
15970	NETAS.IS	PAPIL.IS	0.8792760342657553
15971	DOCO.IS	DERHL.IS	0.8792475469801471
15972	THYAO.IS	EUPWR.IS	0.8792249928513409
15973	PASEU.IS	MAALT.IS	0.8792182560695001
15974	FRIGO.IS	KLSYN.IS	0.8792143245486737
15975	TDGYO.IS	GLYHO.IS	0.8792131679393407
15976	ASTOR.IS	BTCIM.IS	0.8792115762097569
15977	ECILC.IS	KRSTL.IS	0.8791940131939028
15978	FORTE.IS	EYGYO.IS	0.8791642549447387
15979	TKFEN.IS	EGGUB.IS	0.8791552363838725
15980	TSKB.IS	ARDYZ.IS	0.8791551977100075
15981	ODAS.IS	DGGYO.IS	0.8791526626813078
15982	MAVI.IS	SOKE.IS	0.8791466533776984
15983	KONYA.IS	DGGYO.IS	0.8791351020182969
15984	AKFYE.IS	AGHOL.IS	0.8791298916724336
15985	KTSKR.IS	OYLUM.IS	0.87912653653541
15986	YKBNK.IS	BRLSM.IS	0.879105877806841
15987	GUBRF.IS	KONKA.IS	0.8790957834530777
15988	TCELL.IS	TATGD.IS	0.8790916616986879
15989	ODAS.IS	PSGYO.IS	0.8790883074492524
15990	AKSA.IS	KLKIM.IS	0.879083383153811
15991	GARAN.IS	GEDZA.IS	0.8790772977124921
15992	VKING.IS	ACSEL.IS	0.8790605243258065
15993	ULUUN.IS	MRGYO.IS	0.8790598511366833
15994	SELGD.IS	AVTUR.IS	0.8790544119146447
15995	RNPOL.IS	GOZDE.IS	0.8790370444743163
15996	GENTS.IS	MEDTR.IS	0.8790255141791576
15997	OZRDN.IS	TARKM.IS	0.8790224905039073
15998	SAYAS.IS	YYLGD.IS	0.8790146378877997
15999	IDGYO.IS	TSGYO.IS	0.8790069674042988
16000	KRGYO.IS	EGPRO.IS	0.8789923333467902
16001	LOGO.IS	MEDTR.IS	0.8789863906062648
16002	FRIGO.IS	DOCO.IS	0.8789800684317488
16003	KARTN.IS	KLGYO.IS	0.8789776855769167
16004	AGESA.IS	KONKA.IS	0.8789771020369224
16005	ULUFA.IS	DEVA.IS	0.8789751852101932
16006	ODAS.IS	KRVGD.IS	0.878973447942481
16007	ALGYO.IS	BRMEN.IS	0.8789689513470031
16008	GSDDE.IS	NUHCM.IS	0.8789591218225217
16009	KCHOL.IS	EGGUB.IS	0.8789556716279863
16010	ALMAD.IS	PSGYO.IS	0.8789509329716232
16011	AKFYE.IS	ARZUM.IS	0.8789465570817835
16012	AKSA.IS	TTRAK.IS	0.8789290870887891
16013	DURDO.IS	AGHOL.IS	0.8789282579998486
16014	SAHOL.IS	SEGYO.IS	0.878927102777189
16015	EUREN.IS	VBTYZ.IS	0.8789221754289025
16016	SAHOL.IS	ULUUN.IS	0.8789149262078196
16017	ATATP.IS	MSGYO.IS	0.8789146970945338
16018	OTKAR.IS	GOKNR.IS	0.8789119957031668
16019	GOZDE.IS	BRMEN.IS	0.8789101710028486
16020	EUREN.IS	SDTTR.IS	0.8789059848743359
16021	BIMAS.IS	KORDS.IS	0.8788988239840336
16022	ISCTR.IS	PSGYO.IS	0.8788887033858792
16023	IPEKE.IS	LKMNH.IS	0.8788749118414858
16024	ATATP.IS	GIPTA.IS	0.8788624209313266
16025	AKBNK.IS	BRLSM.IS	0.8788604271907166
16026	CLEBI.IS	DERHL.IS	0.8788537326122974
16027	RYSAS.IS	ISFIN.IS	0.8788532162593126
16028	VANGD.IS	IDGYO.IS	0.8788531292207393
16029	TLMAN.IS	ELITE.IS	0.8788506356610439
16030	ALCTL.IS	TMPOL.IS	0.8788378716847488
16031	AKFYE.IS	PRZMA.IS	0.8788167901695069
16032	ALFAS.IS	ULAS.IS	0.8788153219702435
16033	ARDYZ.IS	AGYO.IS	0.8788129629773711
16034	EREGL.IS	DOAS.IS	0.8788104941187751
16035	MTRKS.IS	TRGYO.IS	0.8788082346614
16036	BRSAN.IS	FROTO.IS	0.878798302410715
16037	ODAS.IS	OSTIM.IS	0.8787974456750653
16038	SAHOL.IS	BRLSM.IS	0.8787969399928692
16039	OYAKC.IS	VESTL.IS	0.8787927324963842
16040	PNSUT.IS	ISFIN.IS	0.8787911904875765
16041	CWENE.IS	EYGYO.IS	0.8787905340621993
16042	MAVI.IS	GLRYH.IS	0.8787742423768148
16043	TUPRS.IS	ATATP.IS	0.8787717512991983
16044	RYSAS.IS	NETAS.IS	0.8787681280681687
16045	KRONT.IS	GOLTS.IS	0.8787668538916357
16046	YEOTK.IS	MRGYO.IS	0.8787579561830428
16047	TUPRS.IS	KLGYO.IS	0.8787509238865452
16048	GSDDE.IS	EGPRO.IS	0.8787376130558484
16049	DZGYO.IS	IEYHO.IS	0.8787361988278253
16050	VANGD.IS	TDGYO.IS	0.8787131184898951
16051	KLKIM.IS	KONKA.IS	0.8786969709942142
16052	ODAS.IS	MGROS.IS	0.8786954307514754
16053	ASTOR.IS	FZLGY.IS	0.8786856246006687
16054	ODAS.IS	YEOTK.IS	0.8786775246377686
16055	EREGL.IS	TLMAN.IS	0.8786652900111169
16056	BRYAT.IS	DZGYO.IS	0.8786608361525314
16057	OBASE.IS	TETMT.IS	0.8786601708241737
16058	ALARK.IS	OSTIM.IS	0.8786546600473513
16059	GOLTS.IS	DAGHL.IS	0.8786541031990106
16060	AKGRT.IS	ALKIM.IS	0.8786517781724907
16061	EUREN.IS	ALKIM.IS	0.8786463892126255
16062	DOHOL.IS	KLRHO.IS	0.8786458383685475
16063	AKSEN.IS	SMRTG.IS	0.8786431517801656
16064	HTTBT.IS	SMART.IS	0.8786412229557062
16065	HLGYO.IS	ACSEL.IS	0.8786241570544245
16066	ENERY.IS	ATAGY.IS	0.878608151522946
16067	AKBNK.IS	PRKME.IS	0.8785922908745343
16068	MGROS.IS	CMBTN.IS	0.8785799818728938
16069	AKGRT.IS	SEGYO.IS	0.8785734941736841
16070	EUPWR.IS	TRGYO.IS	0.8785693270023445
16071	ANSGR.IS	PASEU.IS	0.8785619721952965
16072	PINSU.IS	TETMT.IS	0.8785599834749559
16073	ACSEL.IS	ONCSM.IS	0.8785544763895056
16074	KLGYO.IS	OZKGY.IS	0.878551723560666
16075	ODAS.IS	AKGRT.IS	0.8785359412709457
16076	KRSTL.IS	LIDFA.IS	0.8785329240392569
16077	KCAER.IS	KLGYO.IS	0.8785290598762346
16078	IHYAY.IS	LKMNH.IS	0.8785265373015523
16079	AKCNS.IS	AKSA.IS	0.8785264684707084
16080	KNFRT.IS	ISFIN.IS	0.8785137640861994
16081	ASTOR.IS	AVTUR.IS	0.8785100415019232
16082	KONYA.IS	GLRYH.IS	0.8784988702070862
16083	INDES.IS	DERHL.IS	0.8784907431616199
16084	GOLTS.IS	GSDHO.IS	0.8784865388562454
16085	KLKIM.IS	KORDS.IS	0.878481828972891
16086	AYCES.IS	ULAS.IS	0.8784740968815374
16087	AEFES.IS	GSDDE.IS	0.8784664345137776
16088	MAVI.IS	DAGHL.IS	0.8784650379264873
16089	NTHOL.IS	CEOEM.IS	0.8784644711069682
16090	DOHOL.IS	ISFIN.IS	0.8784621619971695
16091	LIDFA.IS	DZGYO.IS	0.8784620550914769
16092	FORTE.IS	TEZOL.IS	0.878454246011126
16093	EREGL.IS	ENJSA.IS	0.8784515360270215
16094	BIOEN.IS	BRYAT.IS	0.8784477810072827
16095	MRGYO.IS	KORDS.IS	0.8784461328232226
16096	SASA.IS	ULUSE.IS	0.8784455941299295
16097	TURSG.IS	GIPTA.IS	0.8784447644113621
16098	AVTUR.IS	DEVA.IS	0.878442378255728
16099	EUREN.IS	KLRHO.IS	0.8784296379916848
16100	KONYA.IS	OZKGY.IS	0.8784281202333404
16101	CLEBI.IS	ELITE.IS	0.8784259153043203
16102	ALMAD.IS	RNPOL.IS	0.8784248821615108
16103	SKBNK.IS	ICUGS.IS	0.8784230675475736
16104	LIDFA.IS	OSTIM.IS	0.8784121112423618
16105	PETUN.IS	KLRHO.IS	0.8784017680098071
16106	PKART.IS	PETUN.IS	0.878388582557939
16107	BANVT.IS	RODRG.IS	0.8783842672878983
16108	TCELL.IS	AHGAZ.IS	0.8783802741689589
16109	BOBET.IS	GARFA.IS	0.8783713235691396
16110	VAKFN.IS	IDGYO.IS	0.8783649819024446
16111	AHGAZ.IS	OFSYM.IS	0.8783638287926441
16112	BRSAN.IS	SAHOL.IS	0.8783630182749902
16113	UNLU.IS	TKNSA.IS	0.8783617092817797
16114	ATAGY.IS	YGYO.IS	0.8783588184830973
16115	ALFAS.IS	TMPOL.IS	0.8783538226574443
16116	DOAS.IS	MRSHL.IS	0.8783468089269983
16117	CWENE.IS	AKGRT.IS	0.8783432199240949
16118	KLKIM.IS	RODRG.IS	0.8783427909716661
16119	VAKBN.IS	ISFIN.IS	0.8783357653180547
16120	BAKAB.IS	NATEN.IS	0.8783260857173918
16121	ESCOM.IS	DZGYO.IS	0.8783258026602201
16122	SKBNK.IS	AZTEK.IS	0.8783257687322139
16123	DOAS.IS	ALKIM.IS	0.8783197503132599
16124	BIOEN.IS	GEDZA.IS	0.8783167003383281
16125	ESCOM.IS	PSGYO.IS	0.878284630475714
16126	ATATP.IS	AGHOL.IS	0.8782696637946672
16127	ESCOM.IS	IDGYO.IS	0.8782510388740896
16128	KONKA.IS	NATEN.IS	0.8782361788407079
16129	ULUUN.IS	DZGYO.IS	0.8782279918050621
16130	YYLGD.IS	GSDDE.IS	0.8782275073516127
16131	ATATP.IS	MERIT.IS	0.8782254852994317
16132	SMART.IS	BRISA.IS	0.8782218495154913
16133	ULUFA.IS	DGGYO.IS	0.8782206976383891
16134	CLEBI.IS	KFEIN.IS	0.8782063808858048
16135	AZTEK.IS	ONCSM.IS	0.8782053045186564
16136	PETKM.IS	ULUSE.IS	0.8781902503066225
16137	ODAS.IS	TCELL.IS	0.8781873735293918
16138	AKSGY.IS	AKYHO.IS	0.8781845236214058
16139	AKCNS.IS	VESTL.IS	0.8781762669254224
16140	BFREN.IS	GEDZA.IS	0.8781654295606297
16141	OZKGY.IS	PSGYO.IS	0.8781598179274149
16142	NUHCM.IS	GARFA.IS	0.8781554970017614
16143	BIOEN.IS	HALKB.IS	0.8781549354207181
16144	TUPRS.IS	IDGYO.IS	0.8781519185666256
16145	SRVGY.IS	ISGSY.IS	0.8781506270518613
16146	BRSAN.IS	TARKM.IS	0.8781470482964127
16147	KFEIN.IS	OYLUM.IS	0.8781456361950004
16148	PRKME.IS	BRLSM.IS	0.8781235179714952
16149	BRYAT.IS	PASEU.IS	0.8781231386406213
16150	FORTE.IS	RYGYO.IS	0.8781184344816653
16151	MERIT.IS	KLSYN.IS	0.8781174048286782
16152	VESTL.IS	MARTI.IS	0.8781135664548424
16153	CMBTN.IS	TARKM.IS	0.8780929367499013
16154	ISMEN.IS	PSGYO.IS	0.8780840721445714
16155	ISCTR.IS	VANGD.IS	0.8780719327499091
16156	BFREN.IS	BIOEN.IS	0.8780566732598256
16157	MAVI.IS	VKING.IS	0.87805437564486
16158	NETAS.IS	TSGYO.IS	0.8780426903656335
16159	ALFAS.IS	OFSYM.IS	0.8780419164816867
16160	BRKSN.IS	IHYAY.IS	0.878034394810034
16161	YEOTK.IS	DGATE.IS	0.8780266940044272
16162	PSGYO.IS	EGPRO.IS	0.8780252106446429
16163	GUBRF.IS	AFYON.IS	0.8780232814940122
16164	PEGYO.IS	DERHL.IS	0.878022491851949
16165	KRVGD.IS	RYGYO.IS	0.8780215528321641
16166	PETKM.IS	SKBNK.IS	0.8780211275515825
16167	KRSTL.IS	ETILR.IS	0.878008434731857
16168	MARTI.IS	ALGYO.IS	0.878001221357622
16169	NUHCM.IS	TATGD.IS	0.8779977331068104
16170	TUPRS.IS	GSDDE.IS	0.8779952570298893
16171	SOKE.IS	GOZDE.IS	0.8779890021544643
16172	CLEBI.IS	DGGYO.IS	0.8779813791006157
16173	YKBNK.IS	SKBNK.IS	0.8779752576872443
16174	GSDDE.IS	MOBTL.IS	0.8779746548951793
16175	PINSU.IS	AYCES.IS	0.8779721992382643
16176	LOGO.IS	KRVGD.IS	0.8779652295858511
16177	SDTTR.IS	SRVGY.IS	0.8779612258942444
16178	AKBNK.IS	ALFAS.IS	0.8779608601954573
16179	DGNMO.IS	ALKIM.IS	0.8779593064487822
16180	TCELL.IS	MRGYO.IS	0.8779505524069828
16181	GUBRF.IS	TKFEN.IS	0.8779497861705906
16182	ASELS.IS	DZGYO.IS	0.8779476707610994
16183	BFREN.IS	SOKE.IS	0.8779443515871104
16184	BTCIM.IS	NETAS.IS	0.8779110309996451
16185	SMRTG.IS	CLEBI.IS	0.8779077484787217
16186	EREGL.IS	AKFGY.IS	0.8779072016490799
16187	KLSER.IS	SOKM.IS	0.8779069212882038
16188	BIMAS.IS	DZGYO.IS	0.8778959619592644
16189	TUKAS.IS	PSGYO.IS	0.8778956089945542
16190	KRDMD.IS	BTCIM.IS	0.8778922271230403
16191	AGROT.IS	ARDYZ.IS	0.8778906253430879
16192	NETAS.IS	GOZDE.IS	0.8778809366150396
16193	BRSAN.IS	SEGYO.IS	0.8778772807925748
16194	MOBTL.IS	TDGYO.IS	0.8778725563746566
16195	TUKAS.IS	ETILR.IS	0.8778720180216135
16196	PNSUT.IS	KRGYO.IS	0.8778695819545369
16197	PETKM.IS	VAKBN.IS	0.8778670974289726
16198	AKSA.IS	MSGYO.IS	0.8778617555580445
16199	ESCOM.IS	ELITE.IS	0.8778607784897589
16200	DEVA.IS	BRMEN.IS	0.8778489402557424
16201	SAHOL.IS	ISFIN.IS	0.877846484129527
16202	PETKM.IS	KLGYO.IS	0.8778419547062067
16203	FONET.IS	PINSU.IS	0.8778339342880601
16204	FADE.IS	EPLAS.IS	0.8778317399372929
16205	ULAS.IS	POLTK.IS	0.8778293606304064
16206	SELGD.IS	MERIT.IS	0.8778264269348496
16207	MTRKS.IS	NATEN.IS	0.8778133328958917
16208	THYAO.IS	OSTIM.IS	0.8777915752285026
16209	KRDMD.IS	HTTBT.IS	0.8777909943282682
16210	KRDMD.IS	KRONT.IS	0.8777855130835727
16211	ALGYO.IS	KLRHO.IS	0.8777845433819099
16212	TSGYO.IS	ALKIM.IS	0.8777768127825206
16213	TTRAK.IS	PSGYO.IS	0.8777731603301084
16214	ALARK.IS	NETAS.IS	0.8777650614499247
16215	KNFRT.IS	MARTI.IS	0.8777623163332228
16216	GWIND.IS	SOKE.IS	0.8777599939827736
16217	BANVT.IS	ALKIM.IS	0.877754318733953
16218	DYOBY.IS	NTGAZ.IS	0.8777519857381986
16219	AEFES.IS	DAGHL.IS	0.8777505038402564
16220	GWIND.IS	ELITE.IS	0.8777493915356139
16221	SMART.IS	AGHOL.IS	0.8777418683110016
16222	EYGYO.IS	MSGYO.IS	0.8777390558159593
16223	OZRDN.IS	AKYHO.IS	0.8777235025464041
16224	PETUN.IS	SOKE.IS	0.8777230278734944
16225	ALFAS.IS	DNISI.IS	0.8777202886310004
16226	PRKME.IS	IEYHO.IS	0.8777139251432599
16227	GOKNR.IS	RYGYO.IS	0.8777120944929534
16228	ALCTL.IS	PENGD.IS	0.8777029889361257
16229	KLSER.IS	KRGYO.IS	0.8777007166792645
16230	MOBTL.IS	KORDS.IS	0.8776899712255105
16231	ASELS.IS	ORCAY.IS	0.8776736386114022
16232	ALARK.IS	SDTTR.IS	0.8776727206585622
16233	TTKOM.IS	EYGYO.IS	0.8776700032904422
16234	ISGYO.IS	GOZDE.IS	0.8776666802339441
16235	BUCIM.IS	PENGD.IS	0.8776665861249386
16236	AGESA.IS	AKYHO.IS	0.8776648267147268
16237	VANGD.IS	PEGYO.IS	0.8776617689726451
16238	DOAS.IS	ISGYO.IS	0.8776581393768333
16239	GSDDE.IS	DNISI.IS	0.8776533538998482
16240	KLSYN.IS	GEDZA.IS	0.8776533399679114
16241	VESTL.IS	SANFM.IS	0.8776529553664664
16242	CWENE.IS	VBTYZ.IS	0.8776314604634589
16243	ARDYZ.IS	FONET.IS	0.8776269469844835
16244	BSOKE.IS	VERUS.IS	0.8776221048295574
16245	TTRAK.IS	SEGYO.IS	0.8776191100956883
16246	FRIGO.IS	RODRG.IS	0.877613932459901
16247	THYAO.IS	NETAS.IS	0.87761361703894
16248	ISMEN.IS	SANFM.IS	0.8776126659840813
16249	PGSUS.IS	PINSU.IS	0.8776120526972749
16250	SDTTR.IS	VAKBN.IS	0.8776086323245711
16251	SOKM.IS	YYLGD.IS	0.8776053966119881
16252	NETAS.IS	USAK.IS	0.8776045918661307
16253	SAYAS.IS	ORCAY.IS	0.8775978103382605
16254	AKBNK.IS	ALMAD.IS	0.8775975844585484
16255	AFYON.IS	ISGSY.IS	0.8775955126996884
16256	QUAGR.IS	PRKME.IS	0.877582838705854
16257	SAYAS.IS	KTSKR.IS	0.8775769104191792
16258	ISGYO.IS	TSKB.IS	0.8775672887506708
16259	ISGSY.IS	METRO.IS	0.877566653890415
16260	MGROS.IS	KORDS.IS	0.877563573466561
16261	TEKTU.IS	AGHOL.IS	0.8775628906280832
16262	MGROS.IS	IHYAY.IS	0.877560671581532
16263	PETKM.IS	OZRDN.IS	0.8775561716300411
16264	DGATE.IS	LOGO.IS	0.8775561678770942
16265	AZTEK.IS	AKGRT.IS	0.8775427671529952
16266	VBTYZ.IS	ZRGYO.IS	0.8775387272599314
16267	CCOLA.IS	AKYHO.IS	0.8775359339380937
16268	OYLUM.IS	ONCSM.IS	0.8775036035474255
16269	YKBNK.IS	TUKAS.IS	0.877498419974491
16270	KRSTL.IS	KONKA.IS	0.8774869440783195
16271	YKBNK.IS	DEVA.IS	0.877485659396595
16272	MGROS.IS	DURDO.IS	0.8774840802918623
16273	KCHOL.IS	KONKA.IS	0.8774664082611944
16274	TSGYO.IS	HDFGS.IS	0.8774579038354241
16275	AKCNS.IS	SANFM.IS	0.8774552017478485
16276	TTKOM.IS	ULUUN.IS	0.8774548836390457
16277	INDES.IS	BAGFS.IS	0.8774503274017603
16278	LMKDC.IS	TETMT.IS	0.8774448845955778
16279	BOBET.IS	BRMEN.IS	0.877443587944038
16280	BFREN.IS	PEKGY.IS	0.8774402820101173
16281	KOZAA.IS	RYSAS.IS	0.8774342186124255
16282	AKCNS.IS	DGATE.IS	0.8774208617185575
16283	EGSER.IS	MSGYO.IS	0.8774153736176847
16284	PRZMA.IS	NTHOL.IS	0.8774118953355818
16285	BSOKE.IS	AYCES.IS	0.8774115642178248
16286	ULUFA.IS	MRGYO.IS	0.8774108386935394
16287	ULAS.IS	YGYO.IS	0.877407204578003
16288	FONET.IS	LMKDC.IS	0.8774044746042498
16289	PGSUS.IS	PEGYO.IS	0.8773890455524185
16290	VANGD.IS	DYOBY.IS	0.8773779357636704
16291	ARCLK.IS	TMPOL.IS	0.8773745485192125
16292	ALKA.IS	MRGYO.IS	0.8773711189872558
16293	ALFAS.IS	ALGYO.IS	0.8773698473553955
16294	GSDDE.IS	MAALT.IS	0.8773632352257118
16295	PKART.IS	DAGHL.IS	0.8773585681769117
16296	TUPRS.IS	KTSKR.IS	0.8773540293301808
16297	ISCTR.IS	PASEU.IS	0.8773469801059548
16298	SEKFK.IS	ALKIM.IS	0.8773443881723287
16299	LOGO.IS	TEZOL.IS	0.877343911394849
16300	KTSKR.IS	DYOBY.IS	0.8773406107251853
16301	AKBNK.IS	UFUK.IS	0.8773353255786437
16302	AKFYE.IS	ULUFA.IS	0.877331773850586
16303	DGATE.IS	DERHL.IS	0.8773315747745142
16304	DOCO.IS	GLRYH.IS	0.8773283182509879
16305	SAHOL.IS	MRGYO.IS	0.8773239505205692
16306	SMART.IS	BAYRK.IS	0.8773180858283198
16307	FORTE.IS	AVTUR.IS	0.8773055198329353
16308	AZTEK.IS	KLSYN.IS	0.8773028936438363
16309	SAHOL.IS	KRVGD.IS	0.8772976992939178
16310	AKSEN.IS	CANTE.IS	0.8772917655638379
16311	IPEKE.IS	EGPRO.IS	0.8772917005699746
16312	FADE.IS	GENTS.IS	0.8772793241220848
16313	PNSUT.IS	MARTI.IS	0.8772649167530824
16314	ALGYO.IS	PSGYO.IS	0.8772542411903649
16315	ACSEL.IS	CEOEM.IS	0.8772534151298201
16316	ESCOM.IS	KTSKR.IS	0.8772491955307377
16317	EGSER.IS	MAALT.IS	0.8772463221898569
16318	ULUUN.IS	AYGAZ.IS	0.877245777273645
16319	AKBNK.IS	ARZUM.IS	0.8772400570369753
16320	AVTUR.IS	BRLSM.IS	0.877239086152703
16321	OZKGY.IS	EGPRO.IS	0.8772384403310299
16322	ISGYO.IS	KNFRT.IS	0.8772383279668742
16323	KRDMD.IS	KRGYO.IS	0.8772285856236764
16324	BFREN.IS	CWENE.IS	0.877211182484263
16325	AKGRT.IS	FRIGO.IS	0.8771987623508114
16326	SKBNK.IS	BAKAB.IS	0.8771985275194858
16327	PNSUT.IS	KLRHO.IS	0.8771823238037015
16328	AKCNS.IS	KLSER.IS	0.8771778729800461
16329	ZOREN.IS	ARZUM.IS	0.8771704540991265
16330	ASTOR.IS	TURSG.IS	0.8771667849487551
16331	SMRTG.IS	DNISI.IS	0.877164565698683
16332	PRZMA.IS	ALGYO.IS	0.877163017161336
16333	TUKAS.IS	HTTBT.IS	0.8771624432016061
16334	PGSUS.IS	ALKIM.IS	0.8771608318775505
16335	USAK.IS	IDGYO.IS	0.8771593135427992
16336	ODAS.IS	AGHOL.IS	0.8771535986928337
16337	LOGO.IS	VKING.IS	0.8771475715678018
16338	MAVI.IS	KORDS.IS	0.877143792723917
16339	VKING.IS	TRGYO.IS	0.8771377679840953
16340	VKING.IS	KLGYO.IS	0.8771376325043184
16341	SASA.IS	VKING.IS	0.8771367170904923
16342	YYLGD.IS	GLRYH.IS	0.8771175916028284
16343	EKGYO.IS	LIDFA.IS	0.8771167244302911
16344	BRYAT.IS	KRGYO.IS	0.8770836525972453
16345	BRSAN.IS	MSGYO.IS	0.8770797427738628
16346	CMBTN.IS	ULUFA.IS	0.877079143549315
16347	MOBTL.IS	KRPLS.IS	0.8770766654223191
16348	TURSG.IS	PASEU.IS	0.8770583109558995
16349	KCHOL.IS	SEGYO.IS	0.8770537388619567
16350	GIPTA.IS	BRKSN.IS	0.8770509171859926
16351	BERA.IS	TKNSA.IS	0.8770397766101137
16352	ETILR.IS	HDFGS.IS	0.8770383612234062
16353	LIDFA.IS	RODRG.IS	0.8770376934472779
16354	ISMEN.IS	VESTL.IS	0.8770320487572905
16355	HEKTS.IS	KERVT.IS	0.8770301899717458
16356	KFEIN.IS	MOBTL.IS	0.8770300903625833
16357	OZKGY.IS	ULUSE.IS	0.8770255311524184
16358	LIDFA.IS	PEKGY.IS	0.8770235298444458
16359	DOHOL.IS	PINSU.IS	0.8770220706642815
16360	EUREN.IS	MAALT.IS	0.8770179194466146
16361	TCELL.IS	ORCAY.IS	0.8770108455559573
16362	GUBRF.IS	GWIND.IS	0.8770050064296192
